season,zone,state,crop,households_reporting_000,planted_area_ha,harvested_area_ha,harvested_quantity_kg,yield_kg_ha,is_aggregate,source_sheet,source_table
major,North Central,Benue,MAIZE,850.39,367795.171269929,350398.700330846,393992916.635551,1124.41317922567,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,FCT,MAIZE,266.34,153246.079216468,123737.798834803,160617819.178091,1298.04975270754,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kogi,MAIZE,640.86,327793.065370747,309235.626288653,425714644.828509,1376.6675267588,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kwara,MAIZE,398.11,307483.872741676,301489.864766927,500201087.661273,1659.09752239255,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Nasarawa,MAIZE,520.48,416547.122485433,360177.787028466,421367494.782123,1169.88751099418,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Niger,MAIZE,996.04,1283120.86897208,1243297.4959232,1467707747.24097,1180.49602130915,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Plateau,MAIZE,1077.79,852243.666777231,749918.988417075,976793517.56568,1302.53205033185,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Zone Total,MAIZE,4750.01,3708229.84683356,3438256.26158998,4346395227.89222,1264.1277721057,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Adamawa,MAIZE,963.37,1258814.10929411,1015178.03138876,1323914290.87837,1304.12031185039,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Bauchi,MAIZE,735.41,767543.781034927,719212.547201238,969883580.18929,1348.53540022837,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Borno,MAIZE,554.2,406759.032375907,310791.788092077,426324748.970981,1371.73749534423,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Gombe,MAIZE,313.61,508645.432425279,446116.623633881,553741009.34295,1241.24719861906,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Taraba,MAIZE,745.17,1155102.91867842,1067751.51055695,1408416800.0081,1319.04922267303,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Yobe,MAIZE,68.42,112922.854125512,108041.384863817,124226659.233646,1149.80624683986,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Zone Total,MAIZE,3380.18,4209788.12793417,3667091.88573674,4806507088.62331,1310.71356769607,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Jigawa,MAIZE,117.54,92603.4187103393,59534.43164058,81163659.5913088,1363.306197014,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kaduna,MAIZE,1695.53,1752898.81153837,1641369.71014597,2803578550.9156,1708.07255281096,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kano,MAIZE,1289.39,1181727.17273694,1074039.0561826,1516052181.02058,1411.54287853275,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Katsina,MAIZE,750.73,351538.954848412,344286.865777895,705743050.659311,2049.86922479522,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kebbi,MAIZE,448.42,375171.548760253,302207.871700856,501089697.503519,1658.09611339154,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Sokoto,MAIZE,291.55,85388.1730032086,82916.9861898078,163586076.951723,1972.88980785256,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zamfara,MAIZE,447.18,220704.835258257,214693.665824485,347309768.974552,1617.69918847295,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zone Total,MAIZE,5040.34,4060032.91485579,3719048.58746219,6118522985.61662,1645.18500947894,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Abia,MAIZE,738.79,53130.1177860323,52105.3441702941,83364358.0850065,1599.91953632529,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Anambra,MAIZE,602.51,27458.5647652026,26834.4361537421,53167589.0867727,1981.3194054893,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Ebonyi,MAIZE,438.63,21301.5350141191,20723.5621886097,28070069.3849589,1354.50021234221,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Enugu,MAIZE,495.24,31681.4606137859,31216.1998866862,44970365.8441012,1440.6098758767,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Imo,MAIZE,826.97,41506.6533805734,40527.57867126,65700906.999391,1621.14069365764,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Zone Total,MAIZE,3102.13,175078.331559713,171407.121070591,275273289.40023,1605.96180415902,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Akwa Ibom,MAIZE,680.93,26362.6716285396,25285.1862250047,41037780.4578713,1622.99696322936,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Bayelsa,MAIZE,19.73,2324.35188989794,1940.38938730473,3235803.02177284,1667.60498843353,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Cross River,MAIZE,251.05,29423.7487836595,27204.9320936304,39999997.6395452,1470.32153956049,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Delta,MAIZE,408.6,164151.676538323,150485.216446408,178473950.476833,1185.9899244016,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Edo,MAIZE,204.27,109197.455990239,104339.289654841,131150331.379758,1256.96017112642,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Rivers,MAIZE,379.41,46946.5379379113,44976.6851510763,96535402.8872073,2146.34321233203,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Zone Total,MAIZE,1943.99,378406.44276857,354231.698958265,490433265.862989,1384.49852823807,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Ekiti,MAIZE,226.45,41144.6454445253,36503.1601805172,86446298.2965373,2368.1866958652,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Lagos,MAIZE,75.22,11080.2502296227,10074.0513628215,15475881.8524903,1536.21232363419,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Ogun,MAIZE,346.74,92347.7977888397,88403.7921864653,154636196.196119,1749.20320012917,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Ondo,MAIZE,333.12,77904.6476372979,77425.717377853,119065938.298365,1537.80865493695,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Osun,MAIZE,475.38,159999.043019319,151668.909943767,224187424.196893,1478.13697797402,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Oyo,MAIZE,669.29,587540.666806123,543526.760437276,712057550.540016,1310.06898347959,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Zone Total,MAIZE,2126.19,970017.05092573,907602.391488703,1311869289.38042,1445.42290950623,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,Nigeria,Total,MAIZE,20342.85,13501552.7148773,12257637.9463063,17349001146.7756,1415.36250481306,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Benue,RICE,863.22,788015.416092554,679543.513073777,887937176.891804,1306.66713728956,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,FCT,RICE,70.47,50844.3258286572,42720.0147086448,62425516.926462,1461.27096051373,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kogi,RICE,139.58,163569.26188045,124575.509525927,218254059.157975,1751.98207086243,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kwara,RICE,77.02,92255.1409973919,84485.6646929419,157305702.199473,1861.92181562625,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Nasarawa,RICE,191.65,289415.903754241,227488.024890591,315397073.055054,1386.43373956384,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Niger,RICE,445.07,945920.061667792,897908.228118278,1223846720.2724,1362.99755581612,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Plateau,RICE,372.6,333408.255464006,290394.070143269,448852547.278639,1545.66705531278,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Zone Total,RICE,2159.62,2663428.3656851,2347115.02515343,3314018795.78181,1411.9541480781,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Adamawa,RICE,566.51,692482.84491573,571173.479675729,825998823.074004,1446.1435141263,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Bauchi,RICE,756.29,977106.374061038,859696.981763689,1288339877.07588,1498.59765057313,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Borno,RICE,174.44,120412.525329681,98327.8335226026,151135899.742781,1537.06121988378,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Gombe,RICE,150.16,272971.697334455,255111.231246951,348044605.167388,1364.28570183363,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Taraba,RICE,375.2,794309.71644811,644759.964491826,957332176.51938,1484.78849376746,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Yobe,RICE,77.0,140443.067673404,95772.8054169529,136154075.586068,1421.63607919088,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Zone Total,RICE,2099.6,2997726.22576242,2524842.29611775,3707005457.16549,1468.21267326892,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Jigawa,RICE,360.39,546705.931637643,298814.210586645,472957254.814732,1582.78032991203,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kaduna,RICE,1016.02,982463.79525274,923405.835552656,1638799460.61216,1774.73370593477,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kano,RICE,861.59,1095937.50434677,1034816.09010817,1629576308.94758,1574.74968211717,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Katsina,RICE,248.08,112354.880263282,111309.801495105,232263572.843597,2086.64079644246,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kebbi,RICE,475.61,495310.593398368,424231.129649015,761695246.607812,1795.47231066705,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Sokoto,RICE,275.46,117284.651226981,113821.276557192,220379846.104715,1936.19200882869,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zamfara,RICE,247.86,99000.2722662125,97308.7707546801,195883299.732743,2013.00764785709,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zone Total,RICE,3485.0,3449057.62839199,3003707.11470347,5151554989.66333,1715.06568148603,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Abia,RICE,11.49,4911.18284468014,4825.74722403844,6209755.30866715,1286.79663902298,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Anambra,RICE,50.61,24419.6937980164,19802.3085283,47768201.7030903,2412.25418919332,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Ebonyi,RICE,327.63,141327.193042142,121855.854272779,188501425.977553,1546.92137774181,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Enugu,RICE,65.69,37747.8325026702,35269.8715948184,65515770.3390627,1857.55624777176,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Imo,RICE,0.0,,,,,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Zone Total,RICE,455.42,208405.902187509,181753.781619937,307995153.328373,1694.57356310978,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Akwa Ibom,RICE,15.69,8252.06865270221,8099.99126378909,9281546.05926738,1145.87111973323,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Bayelsa,RICE,1.13,,,,,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Cross River,RICE,171.32,329220.992817522,268491.666038247,417856530.97997,1556.31099149441,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Delta,RICE,7.93,,,,,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Edo,RICE,13.74,17845.4487128089,15540.7569753146,23112097.7684069,1487.19253541631,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Rivers,RICE,3.56,,,,,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Zone Total,RICE,213.36,369438.225260144,300823.069006354,470705631.784806,1564.72584811926,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Ekiti,RICE,15.17,12363.0570604139,11117.2680392699,22021531.1243948,1980.84017103909,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Lagos,RICE,1.29,,,,,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Ogun,RICE,5.13,3745.87666597858,3453.0244827504,5347037.2677635,1548.50835679696,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Ondo,RICE,0.93,,,,,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Osun,RICE,3.01,,,,,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Oyo,RICE,28.14,48625.672842124,42967.651501371,56884382.1034802,1323.88855606095,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Zone Total,RICE,53.67,68476.4896671895,61008.4881247473,90035448.4296935,1475.78560290813,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,Nigeria,Total,RICE,8466.69,9756532.83695436,8419249.7747257,13041315476.1535,1548.98783443901,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Benue,CASSAVA,1502.31,681995.5506,681995.5506,2706755000.0,4777.568,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,FCT,CASSAVA,73.31,44768.1506,44768.1506,113783600.0,4079.793,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kogi,CASSAVA,675.38,263944.7153,263944.7153,1521388000.0,4690.933,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kwara,CASSAVA,234.6,153806.4509,153806.4509,651402100.0,5332.966,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Nasarawa,CASSAVA,176.61,169716.544,169716.544,586860100.0,3198.396,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Niger,CASSAVA,128.8,121780.1146,121780.1146,418377100.0,4311.663,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Plateau,CASSAVA,45.65,9840.8282,9840.8282,47340370.0,3705.939,False,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Zone Total,CASSAVA,2836.65,1445852.3543,1445852.3543,6045907000.0,4539.716,True,Crop Production2_major season,"Table 1.1: Main 9 crops highly cultivated in all Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
