season,zone,state,crop,households_reporting_000,planted_area_ha,harvested_area_ha,harvested_quantity_kg,yield_kg_ha,is_aggregate,source_sheet,source_table
major,North East,Bauchi,GROUNDNUT/PEANUTS,629.58,396782.456608635,374847.560746938,446599335.318915,1191.4158769741,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Borno,GROUNDNUT/PEANUTS,429.92,244698.362781122,194692.849306841,173988477.157387,893.656227112773,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Gombe,GROUNDNUT/PEANUTS,86.33,77670.2516018238,72718.8222243631,64311863.8807024,884.390889641718,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Taraba,GROUNDNUT/PEANUTS,357.29,388121.671725028,370809.369814218,404442665.673948,1090.7023894153,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Yobe,GROUNDNUT/PEANUTS,143.27,126993.614624203,118441.675244305,85190186.1550947,719.258537836252,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Zone Total,GROUNDNUT/PEANUTS,1962.99,1540643.70415626,1383094.20670463,1471997307.3613,1064.27841301461,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Jigawa,GROUNDNUT/PEANUTS,358.67,251718.594496683,231362.9931295,183673493.786431,793.875854137247,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kaduna,GROUNDNUT/PEANUTS,219.7,155242.984103098,148622.685673444,128192931.335418,862.53946195728,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kano,GROUNDNUT/PEANUTS,519.05,472349.22072018,447905.44862225,384257670.246057,857.899075414303,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Katsina,GROUNDNUT/PEANUTS,404.9,109181.071991475,105705.308872404,126294956.797727,1194.78348008213,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kebbi,GROUNDNUT/PEANUTS,249.14,142043.096871093,117838.819953023,170308398.005251,1445.26564398002,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Sokoto,GROUNDNUT/PEANUTS,318.0,96943.3983147226,88988.1871040166,128964117.544225,1449.22738333214,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zamfara,GROUNDNUT/PEANUTS,250.58,108129.750264126,103916.98665232,123242304.688176,1185.96880701048,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zone Total,GROUNDNUT/PEANUTS,2320.02,1335608.11676137,1244340.43000695,1244933872.40329,1000.47691321605,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Zone Total,GROUNDNUT/PEANUTS,116.49,14334.9001586071,12256.1422084498,10531139.9275131,859.254057957376,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Zone Total,GROUNDNUT/PEANUTS,166.38,74154.193603938,68808.2535163283,59089255.8951144,858.752444299323,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Zone Total,GROUNDNUT/PEANUTS,40.34,22784.9758545129,21230.4514564699,27115933.0585462,1277.21886245065,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,Nigeria,Total,GROUNDNUT/PEANUTS,6673.31,4595502.29098686,4279362.74579986,4231093339.91361,988.720421998901,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Benue,GUINEA CORN/SORGHUM,500.89,188678.488009329,169796.327257134,161697393.950255,952.302070146582,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,FCT,GUINEA CORN/SORGHUM,134.49,83896.2105870694,72722.8117010276,76489180.9360286,1051.79075378005,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kogi,GUINEA CORN/SORGHUM,96.28,70446.9685762775,64930.0580819886,72704964.8438973,1119.7427969661,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kwara,GUINEA CORN/SORGHUM,156.07,128786.635590041,126040.020675176,179557556.569427,1424.60748266754,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Nasarawa,GUINEA CORN/SORGHUM,254.92,156801.072471218,131435.521292528,137401906.839941,1045.39401136573,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Niger,GUINEA CORN/SORGHUM,536.87,676867.390413151,611306.225135367,638870335.478781,1045.09051144917,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Plateau,GUINEA CORN/SORGHUM,408.53,294505.518181042,264238.329727764,233561228.987876,883.903668436394,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Zone Total,GUINEA CORN/SORGHUM,2088.04,1599982.28382813,1440469.29387098,1500282567.60621,1041.52346321419,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Adamawa,GUINEA CORN/SORGHUM,321.66,266609.713584531,213825.730351717,222199601.148067,1039.16212881666,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Bauchi,GUINEA CORN/SORGHUM,1207.63,1149457.62889967,1090721.38567796,1155038739.53051,1058.96772053532,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Borno,GUINEA CORN/SORGHUM,223.02,87204.8939851066,71060.4504807715,74999885.398544,1055.43779825655,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Gombe,GUINEA CORN/SORGHUM,183.46,139075.399495966,111935.972094147,119540429.683961,1067.93578013882,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Taraba,GUINEA CORN/SORGHUM,312.22,338121.012441836,315684.006904691,364649748.015661,1155.10998352778,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Yobe,GUINEA CORN/SORGHUM,542.59,894080.232375707,801694.789567287,713078143.851357,889.463363278485,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Zone Total,GUINEA CORN/SORGHUM,2790.58,2874548.88078281,2604922.33507656,2649506547.62811,1017.1153711384,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Jigawa,GUINEA CORN/SORGHUM,943.74,911669.322936362,759151.975617612,694679397.25053,915.072896550615,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kaduna,GUINEA CORN/SORGHUM,702.24,480935.530154583,456530.963013334,550655828.210761,1206.17411046155,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kano,GUINEA CORN/SORGHUM,1126.52,971454.902519051,919436.590345871,968614579.22095,1053.48709132468,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Katsina,GUINEA CORN/SORGHUM,949.37,434966.168508364,427926.002829982,488587673.644206,1141.75738425114,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kebbi,GUINEA CORN/SORGHUM,619.4,460021.693341434,400865.994742932,483767020.353826,1206.80483427899,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Sokoto,GUINEA CORN/SORGHUM,657.3,205327.961064507,184501.510827,267183985.829808,1448.1398262388,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zamfara,GUINEA CORN/SORGHUM,551.28,227466.21635464,220114.949257971,338579955.747411,1538.19609657952,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zone Total,GUINEA CORN/SORGHUM,5549.85,3691841.79487897,3368527.9866347,3792068440.25748,1125.73458059522,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Zone Total,GUINEA CORN/SORGHUM,1.94,,,,,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Zone Total,GUINEA CORN/SORGHUM,3.21,,,,,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Zone Total,GUINEA CORN/SORGHUM,61.05,62668.7959763099,48874.0736035173,52748757.5796173,1079.27892419062,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,Nigeria,Total,GUINEA CORN/SORGHUM,10494.69,8231752.24656004,7465495.14017956,7998660973.57603,1071.41734384461,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Benue,MILLET/MAIWA,45.87,22728.9390243584,20309.4619030213,16804688.3931231,827.431493427364,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,FCT,MILLET/MAIWA,28.17,21463.6494453035,10795.4003723747,9924937.25513194,919.367222407954,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kogi,MILLET/MAIWA,15.14,6367.36946972745,6199.96014133314,6856411.29549337,1105.87989909546,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kwara,MILLET/MAIWA,28.92,61998.3550573496,61969.0789791771,71026849.2830685,1146.16596620607,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Nasarawa,MILLET/MAIWA,93.69,46204.5734015147,41947.8264729955,34791445.9717302,829.398061759592,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Niger,MILLET/MAIWA,244.8,307090.556490083,274403.588437409,249220735.927625,908.226956312097,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Plateau,MILLET/MAIWA,189.95,134685.083710083,127446.225015599,98696425.6600852,774.416234360845,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Zone Total,MILLET/MAIWA,646.54,600538.526598421,543071.54132191,487321493.786257,897.343087800275,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Adamawa,MILLET/MAIWA,97.34,138683.703583337,125496.368518532,119715190.666012,953.933504843471,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Bauchi,MILLET/MAIWA,969.66,1223502.27288392,1143235.49954417,1201327882.52285,1050.8140125126,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Borno,MILLET/MAIWA,242.99,152115.604067234,141318.119762986,121378642.258304,858.90360317471,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Gombe,MILLET/MAIWA,155.98,202264.189990489,183845.387357896,173765804.897356,945.173590670957,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Taraba,MILLET/MAIWA,47.48,50448.2442937472,44599.0332020305,42923551.1960222,962.432324521061,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Yobe,MILLET/MAIWA,544.21,843046.68554433,750174.428587518,633966688.102268,845.092373111073,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Zone Total,MILLET/MAIWA,2057.66,2610060.70036305,2388668.83697312,2293077759.64282,959.981444120384,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Jigawa,MILLET/MAIWA,921.7,966593.670122663,835541.988310356,720147628.47473,861.892805568062,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kaduna,MILLET/MAIWA,164.84,119625.323478134,111221.540935436,95975571.3888228,862.922511067674,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kano,MILLET/MAIWA,902.69,699824.383821752,619299.692828748,622716442.476401,1005.51711826635,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Katsina,MILLET/MAIWA,761.07,306758.230504994,300211.793685118,312004088.189968,1039.27991755453,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Kebbi,MILLET/MAIWA,734.6,614797.221491358,581192.97299805,750749744.327255,1291.73919714575,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Sokoto,MILLET/MAIWA,948.0,369370.782573446,355325.708532095,583364105.668293,1641.77286264554,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zamfara,MILLET/MAIWA,540.51,205437.676301541,199057.389849272,274408416.033668,1378.53920540932,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North West,Zone Total,MILLET/MAIWA,4973.41,3282407.28829388,3001851.08713907,3359365996.55914,1119.09814945577,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South East,Zone Total,MILLET/MAIWA,3.14,,,,,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South South,Zone Total,MILLET/MAIWA,2.54,,,,,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,South West,Zone Total,MILLET/MAIWA,47.48,30493.3237581793,27338.0383577428,22017040.3481896,805.362844988248,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,Nigeria,Total,MILLET/MAIWA,7730.77,6524206.4946095,5961587.25849326,6163004159.65083,1033.7857842927,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Benue,BEENI- SEED/SESAME,102.06,76051.2114151717,68515.79280672,20212686.3778781,295.007698953397,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,FCT,BEENI- SEED/SESAME,20.6,11584.0526176394,10780.2404769823,6344491.62309102,588.529693436584,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kogi,BEENI- SEED/SESAME,44.55,44549.1968045359,34347.1255902535,18249599.2849618,531.328283556291,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Kwara,BEENI- SEED/SESAME,0.04,,,,,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Nasarawa,BEENI- SEED/SESAME,85.23,90592.0964753186,68072.1555864437,43370708.3460798,637.128470112923,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Niger,BEENI- SEED/SESAME,22.16,29057.8787356313,27188.7991590254,12709034.073979,467.436388037765,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Plateau,BEENI- SEED/SESAME,6.59,1577.08605639001,,,,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North Central,Zone Total,BEENI- SEED/SESAME,281.23,253446.987809209,209920.357214438,101523892.908621,483.630526623542,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Adamawa,BEENI- SEED/SESAME,11.87,3600.99077691451,3373.52126930039,2710388.94966135,803.430224177431,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Bauchi,BEENI- SEED/SESAME,202.71,163806.243275643,149521.23060409,65201713.2586293,436.069934652115,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Borno,BEENI- SEED/SESAME,24.89,5511.9039589878,4877.38266442393,2499420.59420703,512.451198967437,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Gombe,BEENI- SEED/SESAME,18.27,13726.3621856976,12222.9836133084,5751847.22893473,470.576367514074,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Taraba,BEENI- SEED/SESAME,85.78,114119.186042091,104513.098996846,65787415.0217621,629.46573829705,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Yobe,BEENI- SEED/SESAME,110.23,141319.28309644,123805.028146202,50756371.1492023,409.970191915501,False,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
major,North East,Zone Total,BEENI- SEED/SESAME,453.75,442083.969335774,398313.245294171,192707156.202397,483.808054286708,True,Crop Production2_major season,"Table 1.2: Crops highly cultivated mainly in the Northen Zones of Nigeria, number of agricultural holdings in the household sector, areas planted/harvested, production/yield in the major season, Zone/State name, Agricultural Year 2022/2023."
